order_id,product_id,category,price,return_reason,return_days,condition,customer_type,resolution
ORD100339,PID5138,Beauty,208.71,Better price available,23,Used,Non-Prime,Refund
ORD100340,PID8374,Home,472.67,Size too small,29,Used,Prime,Replacement
ORD100341,PID8102,Home,405.26,Item damaged,23,Used,Non-Prime,Replacement
ORD100342,PID2827,Electronics,159.42,Quality not good,14,Damaged,Prime,Refund
ORD100343,PID8466,Sports,187.63,Size too large,4,Unopened,Non-Prime,Replacement
ORD100344,PID5776,Home,304.01,Changed mind,10,Unopened,Prime,Replacement
ORD100345,PID3370,Clothing,212.45,Wrong item received,26,Unopened,Prime,Replacement
ORD100346,PID3040,Home,41.6,Wrong item received,19,Unopened,Prime,Replacement
ORD100347,PID7696,Sports,213.49,Size too small,13,Unopened,Non-Prime,Replacement
ORD100348,PID8340,Beauty,66.97,Better price available,5,Damaged,Non-Prime,Replacement
ORD100349,PID8566,Home,58.73,No longer needed,6,Used,Prime,Refund
ORD100350,PID4630,Beauty,19.71,Changed mind,15,Opened,Non-Prime,Refund
ORD100351,PID8645,Home,113.06,Missing parts,14,Opened,Non-Prime,Replacement
ORD100352,PID7570,Sports,249.21,No longer needed,26,Damaged,Prime,Replacement
ORD100353,PID5545,Electronics,30.5,Quality not good,17,Opened,Prime,Refund
ORD100354,PID6064,Electronics,433.77,Better price available,16,Opened,Non-Prime,Replacement
ORD100355,PID3407,Home,257.77,Better price available,7,Unopened,Prime,Replacement
ORD100356,PID1507,Clothing,300.72,Arrived late,5,Damaged,Prime,Replacement
ORD100357,PID2188,Home,32.89,Size too large,5,Used,Prime,Refund
ORD100358,PID4967,Clothing,78.49,Better price available,26,Used,Prime,Refund
ORD100359,PID8588,Beauty,351.14,Missing parts,22,Damaged,Non-Prime,Replacement
ORD100360,PID9988,Electronics,88.34,Missing parts,19,Opened,Non-Prime,Refund
ORD100361,PID2385,Sports,458.53,Size too small,15,Damaged,Non-Prime,Refund
ORD100362,PID8157,Sports,448.05,No longer needed,1,Used,Prime,Refund
ORD100363,PID1327,Clothing,434.07,Better price available,27,Damaged,Prime,Refund
ORD100364,PID3764,Sports,156.57,Defective product,13,Used,Non-Prime,Refund
ORD100365,PID4746,Clothing,293.64,Wrong item received,3,Unopened,Non-Prime,Replacement
ORD100366,PID3772,Electronics,460.49,Better price available,26,Opened,Non-Prime,Replacement
ORD100367,PID5605,Clothing,14.25,Wrong item received,8,Opened,Prime,Replacement
ORD100368,PID5104,Electronics,316.94,Size too large,19,Damaged,Prime,Refund
ORD100369,PID1305,Beauty,68.64,Arrived late,6,Unopened,Prime,Replacement
ORD100370,PID7422,Sports,434.14,Wrong item received,29,Damaged,Prime,Replacement
ORD100371,PID3323,Clothing,448.28,Arrived late,19,Unopened,Prime,Replacement
ORD100372,PID3315,Home,290.92,Wrong item received,26,Opened,Prime,Refund
ORD100373,PID1421,Electronics,305.03,Quality not good,19,Used,Non-Prime,Refund
ORD100374,PID4519,Beauty,406.91,Changed mind,2,Damaged,Prime,Refund
ORD100375,PID1282,Beauty,315.61,Wrong item received,15,Damaged,Prime,Replacement
ORD100376,PID2542,Clothing,462.7,Missing parts,5,Unopened,Non-Prime,Replacement
ORD100377,PID3024,Clothing,433.7,Wrong item received,16,Used,Non-Prime,Refund
ORD100378,PID2851,Beauty,92.76,Better price available,3,Unopened,Non-Prime,Replacement
ORD100379,PID9161,Sports,436.21,No longer needed,25,Opened,Prime,Replacement
ORD100380,PID2251,Home,408.13,Better price available,17,Used,Non-Prime,Refund
ORD100381,PID3050,Electronics,344.66,Size too small,1,Opened,Prime,Refund
ORD100382,PID5823,Sports,454.6,Arrived late,2,Used,Prime,Replacement
ORD100383,PID6976,Sports,401.45,Missing parts,28,Opened,Non-Prime,Refund
ORD100384,PID9477,Clothing,263.16,Size too large,20,Unopened,Non-Prime,Refund
ORD100385,PID4441,Sports,128.53,No longer needed,20,Used,Non-Prime,Refund
ORD100386,PID8946,Sports,150.25,Size too small,24,Used,Prime,Replacement
ORD100387,PID6016,Beauty,235.5,Quality not good,13,Unopened,Prime,Refund
ORD100388,PID1943,Clothing,469.0,No longer needed,14,Opened,Prime,Replacement
ORD100389,PID3550,Home,499.51,Changed mind,13,Opened,Prime,Refund
ORD100390,PID3741,Beauty,463.37,Changed mind,30,Opened,Prime,Refund
ORD100391,PID2305,Beauty,142.77,Missing parts,20,Damaged,Non-Prime,Refund
ORD100392,PID7829,Beauty,230.21,Changed mind,28,Used,Non-Prime,Replacement
ORD100393,PID9084,Sports,496.97,Item damaged,5,Damaged,Prime,Replacement
ORD100394,PID6795,Home,348.78,Size too small,13,Damaged,Prime,Refund
ORD100395,PID7679,Electronics,372.46,Changed mind,1,Unopened,Non-Prime,Replacement
ORD100396,PID4025,Beauty,453.68,Wrong item received,30,Damaged,Prime,Replacement
ORD100397,PID2234,Home,28.26,Wrong item received,16,Opened,Prime,Replacement
ORD100398,PID6842,Clothing,201.06,Wrong item received,18,Opened,Prime,Refund
ORD100399,PID7759,Sports,364.24,Quality not good,11,Unopened,Prime,Replacement
ORD100400,PID1135,Beauty,220.85,Not as described,26,Damaged,Prime,Refund
ORD100401,PID4946,Sports,152.36,Arrived late,15,Damaged,Non-Prime,Replacement
ORD100402,PID2028,Home,281.84,No longer needed,6,Unopened,Prime,Refund
ORD100403,PID4514,Home,16.79,Better price available,3,Damaged,Non-Prime,Refund
ORD100404,PID1764,Clothing,244.19,Better price available,6,Opened,Prime,Refund
ORD100405,PID2567,Beauty,439.79,Defective product,22,Unopened,Non-Prime,Replacement
ORD100406,PID5076,Home,306.88,Size too small,24,Opened,Prime,Replacement
ORD100407,PID8084,Sports,364.83,Arrived late,13,Used,Prime,Replacement
ORD100408,PID2403,Electronics,236.24,Missing parts,14,Damaged,Prime,Refund
ORD100409,PID6321,Sports,134.33,No longer needed,4,Used,Prime,Replacement
ORD100410,PID5299,Sports,262.98,Defective product,23,Damaged,Non-Prime,Refund
ORD100411,PID6820,Sports,197.15,Arrived late,1,Used,Prime,Refund
ORD100412,PID6116,Electronics,427.72,Wrong item received,9,Opened,Prime,Refund
ORD100413,PID4398,Electronics,241.23,Not as described,27,Unopened,Prime,Replacement
ORD100414,PID8949,Clothing,22.59,Quality not good,14,Unopened,Prime,Refund
ORD100415,PID2971,Electronics,270.17,Quality not good,26,Unopened,Non-Prime,Refund
ORD100416,PID7516,Beauty,125.92,Size too small,2,Damaged,Prime,Refund
ORD100417,PID4310,Electronics,402.61,Defective product,19,Used,Prime,Replacement
ORD100418,PID8663,Beauty,484.5,Arrived late,30,Used,Prime,Refund
ORD100419,PID7840,Sports,372.72,Missing parts,10,Unopened,Non-Prime,Replacement
ORD100420,PID6145,Beauty,43.75,Wrong item received,10,Unopened,Non-Prime,Refund
ORD100421,PID5690,Beauty,469.91,Size too large,11,Used,Non-Prime,Refund
ORD100422,PID3770,Beauty,412.57,No longer needed,2,Damaged,Non-Prime,Refund
ORD100423,PID7143,Electronics,480.7,Not as described,9,Used,Prime,Refund
ORD100424,PID4307,Sports,298.44,Wrong item received,13,Damaged,Prime,Replacement
ORD100425,PID3689,Sports,390.91,Changed mind,24,Opened,Non-Prime,Refund
ORD100426,PID5639,Home,137.18,Wrong item received,29,Damaged,Prime,Refund
ORD100427,PID3102,Home,282.41,Better price available,23,Damaged,Prime,Replacement
ORD100428,PID6088,Electronics,77.7,No longer needed,10,Opened,Prime,Refund
ORD100429,PID1959,Sports,233.62,Arrived late,26,Opened,Non-Prime,Refund
ORD100430,PID4196,Electronics,376.15,No longer needed,8,Used,Non-Prime,Replacement
ORD100431,PID6069,Beauty,419.04,Size too large,2,Used,Prime,Replacement
ORD100432,PID8982,Electronics,213.96,Better price available,16,Used,Prime,Refund
ORD100433,PID8156,Electronics,274.37,Not as described,1,Damaged,Non-Prime,Replacement
ORD100434,PID4583,Home,152.06,Size too small,29,Unopened,Prime,Replacement
ORD100435,PID2582,Home,496.97,Item damaged,4,Unopened,Prime,Refund
ORD100436,PID3584,Beauty,169.41,No longer needed,10,Damaged,Non-Prime,Replacement
ORD100437,PID8225,Beauty,252.26,Quality not good,29,Used,Prime,Refund
ORD100438,PID9745,Clothing,182.54,Wrong item received,8,Used,Non-Prime,Replacement
ORD100439,PID7486,Home,389.02,Defective product,27,Opened,Non-Prime,Replacement
ORD100440,PID8076,Beauty,483.56,Item damaged,17,Opened,Non-Prime,Refund
ORD100441,PID4208,Sports,483.51,Quality not good,2,Unopened,Non-Prime,Refund
ORD100442,PID8117,Home,292.08,Missing parts,19,Unopened,Prime,Replacement
ORD100443,PID7120,Home,467.45,Quality not good,18,Damaged,Non-Prime,Refund
ORD100444,PID6533,Home,401.6,Better price available,28,Damaged,Prime,Replacement
ORD100445,PID3904,Sports,481.69,Arrived late,6,Damaged,Prime,Refund
ORD100446,PID8219,Electronics,414.5,No longer needed,3,Damaged,Prime,Refund
ORD100447,PID5133,Beauty,345.72,Better price available,17,Damaged,Non-Prime,Refund
ORD100448,PID8673,Electronics,76.61,Quality not good,21,Damaged,Prime,Replacement
ORD100449,PID2924,Clothing,316.54,Size too large,24,Used,Non-Prime,Refund
ORD100450,PID7374,Home,72.82,Wrong item received,26,Used,Prime,Replacement
ORD100451,PID5115,Beauty,410.54,Missing parts,21,Unopened,Prime,Replacement
ORD100452,PID8367,Home,147.86,No longer needed,24,Unopened,Prime,Refund
ORD100453,PID8590,Beauty,376.4,Changed mind,1,Damaged,Non-Prime,Replacement
ORD100454,PID6646,Home,130.98,Changed mind,10,Used,Non-Prime,Refund
ORD100455,PID8072,Sports,361.71,Size too large,1,Damaged,Prime,Refund
ORD100456,PID9090,Beauty,64.92,Not as described,16,Unopened,Prime,Replacement
ORD100457,PID8608,Electronics,269.07,Wrong item received,28,Used,Non-Prime,Replacement
ORD100458,PID2234,Electronics,325.38,Item damaged,14,Opened,Non-Prime,Replacement
ORD100459,PID8542,Home,169.82,Size too large,8,Opened,Non-Prime,Replacement
ORD100460,PID4101,Sports,372.06,No longer needed,20,Damaged,Prime,Refund
ORD100461,PID5604,Beauty,448.76,Arrived late,9,Unopened,Prime,Refund
ORD100462,PID8304,Sports,18.03,Item damaged,17,Unopened,Non-Prime,Replacement
ORD100463,PID7206,Electronics,318.49,Quality not good,10,Used,Prime,Replacement
ORD100464,PID1436,Home,462.33,Defective product,9,Opened,Non-Prime,Refund
ORD100465,PID1128,Sports,116.27,Quality not good,2,Opened,Non-Prime,Replacement
ORD100466,PID7226,Sports,403.98,Not as described,21,Used,Non-Prime,Refund
ORD100467,PID2015,Beauty,215.05,Not as described,9,Damaged,Prime,Replacement
ORD100468,PID1695,Electronics,348.44,Quality not good,9,Unopened,Non-Prime,Replacement
ORD100469,PID6611,Clothing,402.85,Wrong item received,18,Damaged,Non-Prime,Replacement
ORD100470,PID4561,Electronics,374.75,Arrived late,11,Damaged,Non-Prime,Replacement
ORD100471,PID7499,Sports,420.36,Not as described,3,Used,Non-Prime,Refund
ORD100472,PID9509,Sports,159.02,Defective product,21,Used,Non-Prime,Refund
ORD100473,PID5752,Home,93.16,Wrong item received,1,Unopened,Prime,Refund
ORD100474,PID1521,Sports,236.43,Size too large,2,Used,Non-Prime,Replacement
ORD100475,PID3477,Electronics,156.65,Not as described,25,Opened,Prime,Refund
ORD100476,PID9598,Beauty,70.27,Changed mind,24,Used,Prime,Replacement
ORD100477,PID2103,Sports,417.79,Wrong item received,7,Damaged,Prime,Replacement
ORD100478,PID4841,Home,150.2,Missing parts,6,Used,Prime,Replacement
ORD100479,PID3117,Electronics,485.49,Item damaged,4,Unopened,Prime,Refund
ORD100480,PID3836,Home,348.53,Wrong item received,1,Opened,Non-Prime,Replacement
ORD100481,PID2933,Sports,30.09,Missing parts,11,Opened,Non-Prime,Refund
ORD100482,PID7253,Sports,250.65,Wrong item received,23,Damaged,Prime,Refund
ORD100483,PID3896,Electronics,417.16,Defective product,3,Used,Prime,Refund
ORD100484,PID9746,Clothing,138.29,Better price available,9,Used,Non-Prime,Replacement
ORD100485,PID5605,Beauty,263.81,Better price available,10,Unopened,Non-Prime,Replacement
ORD100486,PID1798,Electronics,322.86,Missing parts,10,Unopened,Non-Prime,Replacement
ORD100487,PID2035,Sports,106.19,Better price available,26,Opened,Non-Prime,Replacement
ORD100488,PID5323,Home,302.61,Changed mind,16,Damaged,Non-Prime,Replacement
ORD100489,PID9195,Clothing,31.98,Quality not good,17,Used,Non-Prime,Refund
ORD100490,PID7374,Home,378.18,Defective product,14,Used,Non-Prime,Replacement
ORD100491,PID5630,Sports,358.16,Changed mind,2,Used,Non-Prime,Refund
ORD100492,PID6116,Clothing,237.22,Arrived late,15,Opened,Non-Prime,Replacement
ORD100493,PID7014,Electronics,152.11,Not as described,12,Damaged,Prime,Refund
ORD100494,PID6233,Beauty,175.17,Size too large,25,Damaged,Prime,Replacement
ORD100495,PID9449,Electronics,52.63,Item damaged,15,Opened,Non-Prime,Refund
ORD100496,PID4797,Sports,232.2,Arrived late,16,Opened,Prime,Replacement
ORD100497,PID9057,Sports,449.74,Missing parts,1,Used,Non-Prime,Refund
ORD100498,PID4736,Beauty,280.02,No longer needed,1,Damaged,Non-Prime,Replacement
ORD100499,PID8944,Electronics,109.74,Not as described,3,Used,Non-Prime,Replacement
ORD100500,PID2998,Clothing,175.54,Arrived late,26,Damaged,Non-Prime,Replacement
ORD100501,PID6653,Sports,320.67,No longer needed,21,Used,Prime,Replacement
ORD100502,PID9920,Sports,68.02,Size too small,7,Unopened,Prime,Refund
ORD100503,PID9025,Beauty,268.37,Item damaged,25,Opened,Prime,Replacement
ORD100504,PID4459,Electronics,387.89,Changed mind,21,Used,Prime,Refund
ORD100505,PID9701,Beauty,141.83,Item damaged,6,Unopened,Prime,Replacement
ORD100506,PID7445,Beauty,338.39,Better price available,18,Damaged,Non-Prime,Replacement
ORD100507,PID6371,Electronics,237.03,Defective product,8,Used,Non-Prime,Refund
ORD100508,PID7435,Electronics,133.23,Size too small,14,Unopened,Non-Prime,Replacement
ORD100509,PID3233,Electronics,359.28,Better price available,8,Damaged,Prime,Replacement
ORD100510,PID5573,Beauty,44.49,Quality not good,4,Opened,Non-Prime,Replacement
ORD100511,PID6786,Clothing,417.55,No longer needed,6,Used,Non-Prime,Refund
ORD100512,PID7185,Sports,50.68,Not as described,5,Opened,Non-Prime,Refund
ORD100513,PID3829,Electronics,169.52,Better price available,13,Damaged,Prime,Refund
ORD100514,PID1560,Clothing,408.14,Missing parts,6,Opened,Prime,Refund
ORD100515,PID7285,Home,88.36,Better price available,17,Used,Non-Prime,Refund
ORD100516,PID9455,Beauty,431.46,No longer needed,17,Used,Prime,Refund
ORD100517,PID2465,Home,205.66,Size too small,21,Unopened,Non-Prime,Replacement
ORD100518,PID5859,Electronics,390.52,Missing parts,11,Opened,Non-Prime,Replacement
ORD100519,PID3251,Home,25.24,Better price available,9,Unopened,Prime,Replacement
ORD100520,PID4876,Sports,118.69,Arrived late,7,Unopened,Prime,Refund
ORD100521,PID4004,Clothing,237.81,No longer needed,8,Damaged,Prime,Refund
ORD100522,PID7947,Clothing,316.14,Item damaged,16,Opened,Prime,Replacement
ORD100523,PID7585,Home,112.19,Not as described,1,Damaged,Non-Prime,Refund
ORD100524,PID3075,Clothing,33.97,Quality not good,20,Damaged,Non-Prime,Replacement
ORD100525,PID3976,Home,201.27,Changed mind,20,Used,Non-Prime,Refund
ORD100526,PID2441,Electronics,235.19,Size too large,6,Opened,Non-Prime,Refund
ORD100527,PID4972,Sports,331.86,No longer needed,5,Unopened,Non-Prime,Replacement
ORD100528,PID2079,Electronics,182.9,Changed mind,28,Damaged,Prime,Refund
ORD100529,PID3350,Electronics,405.47,Arrived late,11,Opened,Non-Prime,Replacement
ORD100530,PID9763,Sports,33.39,Missing parts,15,Unopened,Prime,Replacement
ORD100531,PID5286,Sports,282.74,Better price available,17,Opened,Prime,Refund
ORD100532,PID9976,Clothing,383.67,Better price available,28,Unopened,Prime,Replacement
ORD100533,PID7869,Beauty,270.81,No longer needed,2,Opened,Prime,Refund
ORD100534,PID8670,Sports,290.19,Defective product,7,Unopened,Non-Prime,Replacement
ORD100535,PID7895,Clothing,84.64,Missing parts,3,Unopened,Prime,Refund
ORD100536,PID7877,Clothing,152.77,Item damaged,5,Damaged,Prime,Refund
ORD100537,PID6947,Beauty,427.88,Changed mind,28,Opened,Non-Prime,Refund
ORD100538,PID9492,Clothing,390.77,Item damaged,23,Opened,Non-Prime,Refund
ORD100539,PID5460,Beauty,125.0,Wrong item received,10,Damaged,Non-Prime,Replacement
ORD100540,PID3471,Electronics,19.87,Better price available,14,Unopened,Prime,Replacement
ORD100541,PID8447,Clothing,153.92,Item damaged,30,Used,Non-Prime,Refund
ORD100542,PID4624,Beauty,113.56,Changed mind,29,Damaged,Non-Prime,Replacement
ORD100543,PID8262,Home,50.05,Missing parts,9,Opened,Non-Prime,Refund
ORD100544,PID8999,Sports,432.09,Quality not good,30,Unopened,Non-Prime,Refund
ORD100545,PID4263,Clothing,116.67,Quality not good,27,Unopened,Prime,Replacement
ORD100546,PID4250,Home,22.0,Wrong item received,2,Opened,Prime,Refund
ORD100547,PID4550,Electronics,59.27,No longer needed,18,Damaged,Prime,Replacement
ORD100548,PID3114,Beauty,65.91,Better price available,2,Used,Non-Prime,Replacement
ORD100549,PID2134,Beauty,365.92,Better price available,12,Unopened,Prime,Refund
ORD100550,PID1924,Beauty,81.35,Arrived late,29,Opened,Prime,Refund
ORD100551,PID2951,Clothing,82.26,Item damaged,21,Used,Non-Prime,Refund
ORD100552,PID7210,Clothing,252.52,Not as described,21,Used,Non-Prime,Replacement
ORD100553,PID9160,Electronics,72.15,Size too small,22,Damaged,Prime,Replacement
ORD100554,PID4333,Clothing,305.93,Wrong item received,7,Unopened,Non-Prime,Refund
ORD100555,PID9104,Beauty,207.78,Quality not good,27,Damaged,Non-Prime,Replacement
ORD100556,PID1981,Sports,358.64,Better price available,11,Unopened,Prime,Refund
ORD100557,PID2933,Sports,303.32,Arrived late,1,Opened,Prime,Refund
ORD100558,PID1264,Beauty,450.03,Arrived late,11,Opened,Non-Prime,Refund
ORD100559,PID2756,Home,54.6,Arrived late,16,Used,Prime,Refund
ORD100560,PID2799,Home,94.42,Defective product,21,Unopened,Non-Prime,Replacement
ORD100561,PID2337,Electronics,50.92,Missing parts,3,Opened,Non-Prime,Replacement
ORD100562,PID6518,Clothing,303.72,Changed mind,30,Opened,Non-Prime,Refund
ORD100563,PID8923,Sports,443.32,Defective product,6,Damaged,Prime,Refund
ORD100564,PID3562,Beauty,187.23,Wrong item received,27,Unopened,Prime,Refund
ORD100565,PID6001,Electronics,312.65,No longer needed,28,Used,Non-Prime,Replacement
ORD100566,PID3760,Sports,418.25,Item damaged,17,Damaged,Non-Prime,Refund
ORD100567,PID2963,Electronics,52.1,Item damaged,21,Unopened,Non-Prime,Replacement
ORD100568,PID5400,Clothing,392.63,Quality not good,12,Opened,Prime,Refund
ORD100569,PID7999,Beauty,177.65,Quality not good,9,Damaged,Prime,Refund
ORD100570,PID3214,Sports,209.98,Item damaged,6,Used,Prime,Replacement
ORD100571,PID4872,Electronics,69.17,Better price available,1,Opened,Non-Prime,Refund
ORD100572,PID6978,Sports,252.94,Item damaged,16,Damaged,Prime,Replacement
ORD100573,PID6484,Electronics,335.54,Better price available,25,Used,Non-Prime,Refund
ORD100574,PID2938,Clothing,353.71,Item damaged,3,Damaged,Non-Prime,Refund
ORD100575,PID7878,Sports,156.19,Not as described,21,Used,Non-Prime,Refund
ORD100576,PID1749,Home,58.46,Quality not good,30,Used,Prime,Refund
ORD100577,PID1918,Clothing,98.17,Better price available,4,Damaged,Non-Prime,Replacement
ORD100578,PID8064,Electronics,10.7,Wrong item received,11,Opened,Non-Prime,Refund
ORD100579,PID7298,Electronics,470.79,No longer needed,1,Unopened,Non-Prime,Refund
ORD100580,PID6197,Sports,315.99,Not as described,5,Used,Prime,Refund
ORD100581,PID6335,Sports,421.9,Not as described,10,Opened,Prime,Replacement
ORD100582,PID1596,Beauty,33.97,Not as described,16,Damaged,Prime,Refund
ORD100583,PID5139,Clothing,284.28,Size too small,23,Damaged,Prime,Refund
ORD100584,PID7567,Home,244.04,Better price available,7,Unopened,Non-Prime,Refund
ORD100585,PID3181,Electronics,118.2,Changed mind,17,Used,Non-Prime,Replacement
ORD100586,PID9790,Home,481.53,Not as described,29,Used,Prime,Refund
ORD100587,PID7632,Home,410.79,Changed mind,6,Unopened,Non-Prime,Refund
ORD100588,PID7505,Electronics,487.21,Size too small,21,Unopened,Non-Prime,Replacement
ORD100589,PID5738,Sports,320.2,No longer needed,30,Damaged,Prime,Replacement
ORD100590,PID2569,Sports,490.16,Not as described,5,Damaged,Non-Prime,Refund
ORD100591,PID5512,Sports,313.68,Quality not good,26,Opened,Non-Prime,Replacement
ORD100592,PID5758,Electronics,174.75,Size too large,27,Opened,Prime,Replacement
ORD100593,PID4555,Sports,82.56,Changed mind,7,Damaged,Prime,Replacement
ORD100594,PID1487,Sports,411.27,Better price available,11,Opened,Non-Prime,Refund
ORD100595,PID2570,Clothing,91.75,Size too large,30,Used,Non-Prime,Refund
ORD100596,PID4562,Clothing,183.75,Missing parts,22,Used,Prime,Replacement
ORD100597,PID3905,Home,14.55,Item damaged,27,Damaged,Non-Prime,Replacement
ORD100598,PID8381,Home,307.29,Not as described,1,Opened,Non-Prime,Refund
ORD100599,PID5797,Clothing,316.36,Not as described,28,Damaged,Non-Prime,Replacement
ORD100600,PID9842,Home,296.3,Wrong item received,17,Unopened,Prime,Refund
ORD100601,PID7969,Sports,420.05,Quality not good,6,Opened,Prime,Replacement
ORD100602,PID1900,Sports,326.55,Quality not good,30,Opened,Non-Prime,Refund
ORD100603,PID2028,Beauty,18.54,Quality not good,7,Opened,Prime,Replacement
ORD100604,PID7900,Sports,405.82,Not as described,30,Damaged,Non-Prime,Replacement
ORD100605,PID9495,Beauty,269.0,Missing parts,24,Used,Non-Prime,Refund
ORD100606,PID3622,Beauty,390.21,Size too small,25,Used,Prime,Replacement
ORD100607,PID5930,Sports,127.67,Item damaged,1,Unopened,Non-Prime,Replacement
ORD100608,PID6953,Home,350.25,Wrong item received,1,Unopened,Non-Prime,Replacement
ORD100609,PID6277,Sports,439.32,Better price available,15,Used,Prime,Refund
ORD100610,PID9715,Sports,461.46,Size too small,17,Unopened,Non-Prime,Replacement
ORD100611,PID6024,Clothing,82.35,Not as described,10,Opened,Prime,Refund
ORD100612,PID4978,Beauty,392.88,Arrived late,15,Damaged,Prime,Refund
ORD100613,PID3137,Clothing,238.81,Quality not good,14,Damaged,Non-Prime,Replacement
ORD100614,PID5207,Clothing,127.47,Defective product,11,Used,Prime,Refund
ORD100615,PID1925,Beauty,28.92,Better price available,26,Opened,Prime,Refund
ORD100616,PID3683,Sports,387.94,No longer needed,6,Used,Prime,Replacement
ORD100617,PID9850,Clothing,175.66,Size too small,12,Unopened,Prime,Replacement
ORD100618,PID9644,Beauty,315.05,Changed mind,6,Used,Prime,Refund
ORD100619,PID7991,Clothing,346.22,Wrong item received,12,Used,Non-Prime,Replacement
ORD100620,PID1106,Sports,335.34,Better price available,20,Opened,Prime,Replacement
ORD100621,PID1189,Sports,100.79,Missing parts,10,Used,Prime,Refund
ORD100622,PID2458,Clothing,163.16,Better price available,12,Unopened,Non-Prime,Refund
ORD100623,PID5163,Electronics,282.94,Size too small,11,Unopened,Non-Prime,Refund
ORD100624,PID7737,Home,474.28,Arrived late,14,Opened,Non-Prime,Refund
ORD100625,PID4544,Home,386.38,No longer needed,13,Opened,Non-Prime,Refund
ORD100626,PID8117,Beauty,98.8,Better price available,3,Damaged,Non-Prime,Replacement
ORD100627,PID6665,Electronics,252.97,Defective product,3,Damaged,Non-Prime,Replacement
ORD100628,PID3220,Home,230.23,Defective product,7,Damaged,Non-Prime,Refund
ORD100629,PID1411,Clothing,333.22,Arrived late,11,Used,Prime,Replacement
ORD100630,PID8780,Electronics,276.31,Better price available,19,Damaged,Non-Prime,Replacement
ORD100631,PID3878,Sports,167.45,No longer needed,28,Damaged,Prime,Replacement
ORD100632,PID4137,Beauty,91.17,Size too large,7,Opened,Prime,Refund
ORD100633,PID5786,Sports,394.46,Wrong item received,1,Damaged,Prime,Refund
ORD100634,PID4438,Clothing,472.3,Changed mind,15,Unopened,Non-Prime,Replacement
ORD100635,PID6017,Sports,58.21,Defective product,20,Used,Non-Prime,Replacement
ORD100636,PID6437,Electronics,125.26,Arrived late,26,Damaged,Prime,Replacement
ORD100637,PID6158,Sports,230.87,Size too large,24,Unopened,Prime,Replacement
ORD100638,PID9882,Beauty,477.63,Arrived late,5,Unopened,Non-Prime,Refund
ORD100639,PID8690,Sports,382.8,Not as described,8,Opened,Prime,Refund
ORD100640,PID3402,Beauty,16.06,Wrong item received,1,Used,Prime,Refund
ORD100641,PID9077,Home,279.22,Not as described,15,Damaged,Non-Prime,Replacement
ORD100642,PID7291,Sports,55.0,Missing parts,14,Opened,Non-Prime,Replacement
ORD100643,PID6037,Beauty,390.31,Item damaged,26,Opened,Prime,Refund
ORD100644,PID8202,Beauty,438.85,Changed mind,4,Damaged,Prime,Replacement
ORD100645,PID7120,Beauty,93.08,Quality not good,21,Used,Non-Prime,Replacement
ORD100646,PID3414,Beauty,397.77,Arrived late,6,Used,Non-Prime,Replacement
ORD100647,PID4068,Electronics,60.26,Size too small,7,Damaged,Non-Prime,Refund
ORD100648,PID8815,Home,19.38,Not as described,3,Used,Prime,Replacement
ORD100649,PID6293,Clothing,234.08,Missing parts,17,Damaged,Non-Prime,Replacement
ORD100650,PID4271,Clothing,38.65,Defective product,11,Unopened,Non-Prime,Replacement
ORD100651,PID5802,Clothing,256.02,Defective product,28,Used,Non-Prime,Refund
ORD100652,PID7221,Electronics,113.89,Defective product,25,Damaged,Non-Prime,Replacement
ORD100653,PID3464,Electronics,41.11,Item damaged,25,Used,Non-Prime,Refund
ORD100654,PID4805,Beauty,471.96,Defective product,16,Damaged,Non-Prime,Refund
ORD100655,PID5871,Clothing,289.65,Better price available,4,Used,Prime,Refund
ORD100656,PID9525,Electronics,478.51,Better price available,24,Unopened,Non-Prime,Refund
ORD100657,PID3308,Beauty,176.55,Missing parts,24,Opened,Prime,Replacement
ORD100658,PID7731,Sports,365.45,Size too large,7,Used,Prime,Refund
ORD100659,PID8409,Clothing,388.8,Defective product,21,Unopened,Non-Prime,Replacement
ORD100660,PID9491,Electronics,220.02,Wrong item received,16,Used,Prime,Replacement
ORD100661,PID9342,Clothing,61.02,Changed mind,3,Opened,Prime,Replacement
ORD100662,PID8903,Clothing,433.91,Changed mind,8,Damaged,Non-Prime,Replacement
ORD100663,PID9582,Home,259.35,Defective product,4,Used,Non-Prime,Replacement
ORD100664,PID5530,Beauty,227.22,Defective product,5,Damaged,Prime,Replacement
ORD100665,PID2000,Clothing,415.59,No longer needed,15,Damaged,Non-Prime,Refund
ORD100666,PID9322,Sports,362.62,Size too small,22,Damaged,Prime,Replacement
ORD100667,PID2068,Sports,80.54,No longer needed,16,Damaged,Non-Prime,Replacement
ORD100668,PID7449,Electronics,171.84,Size too small,21,Unopened,Non-Prime,Refund
ORD100669,PID9183,Clothing,164.8,Wrong item received,10,Opened,Prime,Refund
ORD100670,PID8610,Electronics,255.61,Quality not good,1,Damaged,Prime,Replacement
ORD100671,PID1252,Sports,31.88,Not as described,1,Unopened,Prime,Replacement
ORD100672,PID6077,Sports,121.34,Changed mind,8,Used,Non-Prime,Refund
ORD100673,PID7504,Beauty,167.01,Changed mind,16,Damaged,Non-Prime,Refund
ORD100674,PID1433,Clothing,359.98,Missing parts,15,Opened,Prime,Replacement
ORD100675,PID3089,Home,125.03,Item damaged,12,Opened,Non-Prime,Refund
