qc_id,warehouse_id,product_id,category,inspection_date,defect_type,defect_severity,quantity_checked,quantity_defective,qc_status,flagged_for_review,inspector_level
QC10271,WH-512,PID9197,Home,2025-12-16,Packaging Damage,Low,121,1,Fail,No,Automated
QC10272,WH-305,PID8326,Electronics,2025-12-08,Missing Parts,Medium,154,4,Fail,No,Senior
QC10273,WH-203,PID7253,Electronics,2026-01-20,Cosmetic Defect,Low,177,3,Fail,No,Automated
QC10274,WH-101,PID4326,Beauty,2025-10-21,Cosmetic Defect,Low,101,3,Fail,No,Junior
QC10275,WH-512,PID1990,Electronics,2026-02-10,Packaging Damage,Low,125,0,Pass,No,Junior
QC10276,WH-203,PID7625,Home,2025-10-04,Packaging Damage,Low,83,0,Pass,No,Junior
QC10277,WH-512,PID8903,Clothing,2025-11-22,Packaging Damage,Medium,32,9,Fail,No,Senior
QC10278,WH-101,PID7064,Electronics,2025-10-07,Missing Parts,Low,36,0,Pass,No,Junior
QC10279,WH-305,PID1857,Home,2025-12-02,Label Error,Low,47,0,Pass,No,Junior
QC10280,WH-512,PID2472,Beauty,2026-02-15,Missing Parts,Low,177,0,Pass,No,Senior
QC10281,WH-101,PID8700,Electronics,2025-10-29,Wrong Item,Medium,195,6,Fail,No,Automated
QC10282,WH-305,PID2203,Electronics,2025-12-27,Functional Failure,Medium,21,6,Fail,No,Automated
QC10283,WH-512,PID7578,Home,2025-12-05,Functional Failure,Low,177,0,Pass,No,Automated
QC10284,WH-203,PID8260,Sports,2025-10-09,Label Error,Medium,71,7,Fail,No,Senior
QC10285,WH-101,PID5549,Electronics,2025-10-13,Cosmetic Defect,Low,61,2,Fail,No,Junior
QC10286,WH-203,PID6078,Clothing,2025-12-01,Packaging Damage,Medium,97,3,Fail,No,Senior
QC10287,WH-101,PID2697,Sports,2025-10-18,Packaging Damage,Low,39,1,Fail,No,Senior
QC10288,WH-512,PID1934,Sports,2025-09-04,Functional Failure,High,54,5,Fail,Yes,Junior
QC10289,WH-203,PID4898,Beauty,2025-10-30,Wrong Item,Low,41,1,Fail,No,Automated
QC10290,WH-203,PID6296,Clothing,2025-11-21,Missing Parts,Low,172,2,Fail,No,Automated
QC10291,WH-512,PID9883,Clothing,2025-10-14,Label Error,Low,154,0,Pass,No,Automated
QC10292,WH-410,PID3698,Electronics,2025-10-02,Packaging Damage,High,67,18,Fail,Yes,Automated
QC10293,WH-203,PID8027,Sports,2026-02-25,Label Error,High,56,5,Fail,Yes,Junior
QC10294,WH-512,PID3283,Electronics,2025-09-05,Barcode Issue,Low,121,1,Fail,No,Automated
QC10295,WH-410,PID2747,Clothing,2025-12-23,Wrong Item,Low,61,0,Pass,No,Junior
QC10296,WH-101,PID8395,Home,2026-02-13,Packaging Damage,Low,108,0,Pass,No,Automated
QC10297,WH-203,PID8415,Clothing,2025-11-23,Barcode Issue,Medium,137,8,Fail,No,Senior
QC10298,WH-203,PID8507,Home,2026-01-24,Label Error,Low,173,2,Fail,No,Senior
QC10299,WH-305,PID7507,Electronics,2026-02-09,Cosmetic Defect,Low,43,1,Fail,No,Senior
QC10300,WH-410,PID5185,Beauty,2025-10-16,Label Error,Low,163,0,Pass,No,Automated
QC10301,WH-512,PID9521,Home,2026-02-08,Cosmetic Defect,Low,194,3,Fail,No,Automated
QC10302,WH-101,PID1253,Clothing,2025-11-04,Cosmetic Defect,Low,90,1,Fail,No,Automated
QC10303,WH-410,PID1247,Sports,2026-02-07,Wrong Item,Medium,175,2,Fail,No,Automated
QC10304,WH-410,PID1213,Clothing,2025-12-02,Barcode Issue,Low,28,1,Fail,No,Junior
QC10305,WH-203,PID9266,Electronics,2025-10-14,Packaging Damage,Low,145,0,Pass,No,Automated
QC10306,WH-512,PID6847,Clothing,2026-02-01,Cosmetic Defect,Low,26,1,Fail,No,Automated
QC10307,WH-305,PID5166,Electronics,2025-11-01,Packaging Damage,Low,161,1,Fail,No,Junior
QC10308,WH-305,PID4185,Sports,2026-02-01,Missing Parts,Medium,176,4,Fail,No,Junior
QC10309,WH-305,PID2821,Home,2025-09-22,Cosmetic Defect,High,137,21,Fail,Yes,Senior
QC10310,WH-512,PID3521,Sports,2025-11-10,Missing Parts,Low,136,3,Fail,No,Junior
QC10311,WH-512,PID5002,Beauty,2026-02-08,Missing Parts,Low,29,3,Fail,No,Junior
QC10312,WH-305,PID6210,Sports,2025-11-01,Cosmetic Defect,Medium,32,6,Fail,No,Senior
QC10313,WH-203,PID4506,Clothing,2025-09-22,Barcode Issue,Low,23,0,Pass,No,Automated
QC10314,WH-512,PID7920,Clothing,2026-01-14,Barcode Issue,Medium,45,7,Fail,No,Junior
QC10315,WH-101,PID2978,Clothing,2026-02-14,Label Error,Low,114,0,Pass,No,Automated
QC10316,WH-305,PID4397,Clothing,2026-02-24,Label Error,Low,157,0,Pass,No,Junior
QC10317,WH-305,PID4312,Clothing,2025-09-11,Label Error,Medium,32,6,Fail,No,Senior
QC10318,WH-305,PID6237,Electronics,2025-10-30,Wrong Item,Low,171,1,Fail,No,Senior
QC10319,WH-203,PID7979,Beauty,2026-01-23,Cosmetic Defect,Low,144,2,Fail,No,Senior
QC10320,WH-512,PID3686,Beauty,2026-02-07,Missing Parts,Low,113,0,Pass,No,Automated
QC10321,WH-203,PID5575,Home,2025-09-16,Cosmetic Defect,High,52,5,Fail,Yes,Senior
QC10322,WH-101,PID8301,Beauty,2026-02-06,Wrong Item,Medium,191,4,Fail,No,Automated
QC10323,WH-410,PID6434,Beauty,2026-01-13,Wrong Item,Medium,84,6,Fail,No,Junior
QC10324,WH-101,PID3251,Sports,2025-10-17,Label Error,Low,132,0,Pass,No,Senior
QC10325,WH-203,PID2927,Sports,2025-10-31,Cosmetic Defect,Low,109,1,Fail,No,Automated
QC10326,WH-512,PID2956,Electronics,2026-02-28,Cosmetic Defect,High,69,18,Fail,Yes,Senior
QC10327,WH-203,PID1979,Clothing,2025-09-12,Barcode Issue,Low,126,3,Fail,No,Senior
QC10328,WH-203,PID5112,Clothing,2025-10-16,Wrong Item,Low,33,2,Fail,No,Automated
QC10329,WH-101,PID4499,Clothing,2026-02-01,Cosmetic Defect,Medium,83,5,Fail,No,Automated
QC10330,WH-305,PID6711,Electronics,2026-01-20,Label Error,Medium,52,2,Fail,No,Junior
QC10331,WH-305,PID9498,Clothing,2026-01-29,Barcode Issue,Medium,133,3,Fail,No,Junior
QC10332,WH-410,PID9268,Home,2026-02-24,Missing Parts,Medium,152,3,Fail,No,Automated
QC10333,WH-203,PID2266,Home,2026-01-25,Packaging Damage,Medium,72,10,Fail,No,Junior
QC10334,WH-305,PID1623,Home,2025-10-02,Functional Failure,High,190,15,Fail,Yes,Automated
QC10335,WH-410,PID6874,Home,2026-01-23,Barcode Issue,High,173,7,Fail,Yes,Junior
QC10336,WH-305,PID6224,Clothing,2025-09-15,Label Error,Low,197,2,Fail,No,Automated
QC10337,WH-203,PID1891,Beauty,2025-10-08,Label Error,Low,87,2,Fail,No,Automated
QC10338,WH-512,PID1562,Home,2026-01-09,Label Error,Low,93,1,Fail,No,Junior
QC10339,WH-101,PID5255,Beauty,2025-12-25,Label Error,Low,92,0,Pass,No,Senior
QC10340,WH-410,PID1477,Clothing,2025-11-10,Functional Failure,Low,40,2,Fail,No,Automated
QC10341,WH-101,PID1420,Clothing,2026-01-24,Missing Parts,Low,45,3,Fail,No,Automated
QC10342,WH-101,PID7460,Clothing,2026-01-06,Functional Failure,Medium,92,9,Fail,No,Junior
QC10343,WH-203,PID4909,Home,2025-11-05,Barcode Issue,Medium,68,9,Fail,No,Junior
QC10344,WH-203,PID2359,Clothing,2025-11-16,Cosmetic Defect,Low,184,0,Pass,No,Senior
QC10345,WH-305,PID3298,Home,2025-10-20,Cosmetic Defect,Low,40,3,Fail,No,Junior
QC10346,WH-101,PID5048,Beauty,2025-12-22,Missing Parts,Low,30,2,Fail,No,Junior
QC10347,WH-305,PID6829,Electronics,2026-01-13,Packaging Damage,Low,113,3,Fail,No,Automated
QC10348,WH-203,PID2905,Sports,2025-12-23,Functional Failure,Low,150,0,Pass,No,Junior
QC10349,WH-101,PID7983,Beauty,2025-12-07,Label Error,Medium,116,2,Fail,No,Junior
QC10350,WH-101,PID5598,Beauty,2025-11-09,Missing Parts,Low,32,3,Fail,No,Junior
QC10351,WH-203,PID3830,Home,2025-12-09,Missing Parts,High,172,21,Fail,Yes,Automated
QC10352,WH-203,PID9473,Clothing,2025-10-17,Functional Failure,Medium,36,7,Fail,No,Junior
QC10353,WH-101,PID2809,Beauty,2025-12-05,Cosmetic Defect,Low,48,3,Fail,No,Senior
QC10354,WH-203,PID4337,Sports,2025-12-28,Missing Parts,Medium,88,9,Fail,No,Automated
QC10355,WH-305,PID8083,Electronics,2025-11-09,Packaging Damage,Low,129,1,Fail,No,Junior
QC10356,WH-410,PID7152,Home,2025-10-15,Wrong Item,Low,195,0,Pass,No,Senior
QC10357,WH-512,PID7305,Sports,2025-12-19,Missing Parts,Low,19,2,Fail,No,Junior
QC10358,WH-101,PID7397,Clothing,2025-11-12,Packaging Damage,Low,168,2,Fail,No,Senior
QC10359,WH-512,PID1998,Home,2025-10-12,Wrong Item,Medium,185,3,Fail,No,Senior
QC10360,WH-410,PID1525,Beauty,2026-02-22,Cosmetic Defect,Low,52,0,Pass,No,Junior
QC10361,WH-101,PID8027,Sports,2025-10-31,Wrong Item,Medium,173,6,Fail,No,Senior
QC10362,WH-305,PID4515,Beauty,2025-09-20,Barcode Issue,Low,144,3,Fail,No,Junior
QC10363,WH-410,PID8302,Clothing,2025-11-21,Functional Failure,Low,31,2,Fail,No,Junior
QC10364,WH-410,PID2312,Electronics,2025-11-27,Functional Failure,Low,88,3,Fail,No,Junior
QC10365,WH-410,PID8708,Sports,2025-12-11,Label Error,High,183,7,Fail,Yes,Automated
QC10366,WH-101,PID4292,Sports,2026-01-18,Barcode Issue,Medium,131,7,Fail,No,Automated
QC10367,WH-305,PID6875,Beauty,2026-01-20,Functional Failure,Low,77,1,Fail,No,Automated
QC10368,WH-101,PID8663,Electronics,2025-11-22,Packaging Damage,High,60,5,Fail,Yes,Automated
QC10369,WH-512,PID5286,Beauty,2025-11-10,Cosmetic Defect,Medium,185,4,Fail,No,Junior
QC10370,WH-203,PID6036,Electronics,2026-01-11,Missing Parts,Low,103,3,Fail,No,Automated
QC10371,WH-512,PID9520,Clothing,2025-09-23,Cosmetic Defect,Medium,81,2,Fail,No,Automated
QC10372,WH-410,PID4363,Electronics,2025-09-29,Wrong Item,Low,77,2,Fail,No,Senior
QC10373,WH-203,PID9098,Sports,2025-11-01,Functional Failure,High,102,19,Fail,Yes,Automated
QC10374,WH-305,PID4041,Clothing,2026-01-21,Barcode Issue,High,76,6,Fail,Yes,Senior
QC10375,WH-101,PID5210,Sports,2025-12-01,Packaging Damage,Low,102,2,Fail,No,Junior
QC10376,WH-512,PID6461,Sports,2026-02-16,Wrong Item,Low,176,2,Fail,No,Automated
QC10377,WH-203,PID1390,Home,2025-09-05,Missing Parts,Low,120,3,Fail,No,Senior
QC10378,WH-305,PID9245,Sports,2026-01-23,Packaging Damage,Low,149,3,Fail,No,Automated
QC10379,WH-305,PID7007,Clothing,2026-01-08,Missing Parts,High,193,22,Fail,Yes,Automated
QC10380,WH-305,PID8994,Sports,2025-12-21,Cosmetic Defect,High,75,12,Fail,Yes,Senior
QC10381,WH-203,PID8433,Electronics,2025-12-24,Label Error,Low,24,3,Fail,No,Automated
QC10382,WH-203,PID6518,Clothing,2025-09-21,Label Error,High,29,21,Fail,Yes,Junior
QC10383,WH-305,PID4811,Clothing,2026-02-19,Label Error,Low,37,0,Pass,No,Senior
QC10384,WH-410,PID2473,Clothing,2025-10-02,Wrong Item,Low,154,1,Fail,No,Automated
QC10385,WH-101,PID2656,Sports,2025-12-08,Packaging Damage,Low,128,2,Fail,No,Senior
QC10386,WH-512,PID6373,Beauty,2026-02-19,Barcode Issue,Low,30,3,Fail,No,Junior
QC10387,WH-203,PID6407,Electronics,2025-09-15,Functional Failure,Low,157,1,Fail,No,Junior
QC10388,WH-101,PID6468,Sports,2025-11-19,Cosmetic Defect,Low,134,3,Fail,No,Senior
QC10389,WH-203,PID5819,Beauty,2025-12-17,Packaging Damage,Low,56,3,Fail,No,Automated
QC10390,WH-203,PID3969,Sports,2026-01-20,Packaging Damage,Low,106,0,Pass,No,Junior
QC10391,WH-410,PID4558,Electronics,2025-12-11,Barcode Issue,Medium,179,8,Fail,No,Senior
QC10392,WH-101,PID2651,Home,2026-01-09,Barcode Issue,Low,161,3,Fail,No,Senior
QC10393,WH-305,PID9977,Clothing,2025-12-04,Functional Failure,Low,62,0,Pass,No,Senior
QC10394,WH-101,PID9457,Sports,2025-09-09,Functional Failure,Low,82,0,Pass,No,Senior
QC10395,WH-410,PID1547,Clothing,2025-11-21,Wrong Item,Medium,58,3,Fail,No,Automated
QC10396,WH-203,PID8723,Clothing,2025-11-22,Wrong Item,Medium,10,4,Fail,No,Automated
QC10397,WH-101,PID4680,Sports,2025-11-27,Cosmetic Defect,Medium,59,9,Fail,No,Junior
QC10398,WH-101,PID4315,Electronics,2025-10-27,Label Error,Medium,38,2,Fail,No,Junior
QC10399,WH-305,PID7499,Sports,2026-02-24,Label Error,Low,138,0,Pass,No,Senior
QC10400,WH-410,PID9501,Clothing,2026-01-30,Barcode Issue,Low,174,0,Pass,No,Junior
QC10401,WH-305,PID5555,Sports,2026-01-06,Missing Parts,Low,122,0,Pass,No,Junior
QC10402,WH-101,PID4611,Beauty,2026-02-20,Functional Failure,Low,91,3,Fail,No,Automated
QC10403,WH-410,PID9658,Clothing,2025-11-05,Functional Failure,Low,147,2,Fail,No,Senior
QC10404,WH-203,PID1871,Beauty,2025-11-27,Packaging Damage,Medium,94,5,Fail,No,Senior
QC10405,WH-203,PID3249,Beauty,2026-02-20,Wrong Item,Low,140,3,Fail,No,Senior
QC10406,WH-512,PID9378,Sports,2025-09-07,Barcode Issue,Low,34,3,Fail,No,Senior
QC10407,WH-101,PID1678,Clothing,2025-09-20,Wrong Item,Low,94,3,Fail,No,Automated
QC10408,WH-512,PID3900,Sports,2026-01-22,Label Error,Medium,135,10,Fail,No,Junior
QC10409,WH-512,PID9491,Clothing,2025-11-24,Missing Parts,High,98,17,Fail,Yes,Automated
QC10410,WH-203,PID4008,Electronics,2025-10-02,Label Error,Low,28,3,Fail,No,Junior
QC10411,WH-203,PID3846,Clothing,2026-02-07,Missing Parts,Medium,83,6,Fail,No,Automated
QC10412,WH-101,PID2145,Clothing,2025-09-10,Label Error,Medium,24,10,Fail,No,Automated
QC10413,WH-305,PID8623,Clothing,2025-09-25,Barcode Issue,Low,50,0,Pass,No,Automated
QC10414,WH-203,PID1039,Beauty,2025-12-06,Cosmetic Defect,Low,44,2,Fail,No,Junior
QC10415,WH-410,PID8034,Sports,2025-12-12,Wrong Item,Low,146,2,Fail,No,Junior
QC10416,WH-305,PID2922,Clothing,2025-12-06,Label Error,Low,176,1,Fail,No,Automated
QC10417,WH-512,PID6876,Beauty,2025-09-05,Functional Failure,Medium,113,4,Fail,No,Automated
QC10418,WH-101,PID1074,Home,2025-11-23,Packaging Damage,High,116,7,Fail,Yes,Senior
QC10419,WH-410,PID6010,Sports,2025-11-20,Functional Failure,Low,115,2,Fail,No,Senior
QC10420,WH-305,PID7694,Electronics,2026-02-13,Cosmetic Defect,Low,185,3,Fail,No,Senior
QC10421,WH-410,PID6934,Beauty,2025-10-24,Missing Parts,Low,141,0,Pass,No,Automated
QC10422,WH-101,PID7085,Electronics,2025-12-08,Functional Failure,Medium,41,6,Fail,No,Senior
QC10423,WH-305,PID9453,Clothing,2026-02-26,Cosmetic Defect,Low,106,1,Fail,No,Senior
QC10424,WH-305,PID5431,Sports,2026-01-30,Wrong Item,Medium,186,2,Fail,No,Senior
QC10425,WH-512,PID6522,Home,2025-09-08,Functional Failure,Low,77,3,Fail,No,Junior
QC10426,WH-101,PID6645,Clothing,2025-10-26,Cosmetic Defect,Low,87,0,Pass,No,Automated
QC10427,WH-305,PID1198,Clothing,2025-12-20,Barcode Issue,Low,155,1,Fail,No,Junior
QC10428,WH-512,PID4189,Beauty,2025-11-23,Functional Failure,Medium,27,6,Fail,No,Automated
QC10429,WH-101,PID4439,Sports,2025-11-29,Missing Parts,Low,127,3,Fail,No,Senior
QC10430,WH-512,PID2036,Home,2025-10-08,Cosmetic Defect,Low,178,3,Fail,No,Junior
QC10431,WH-101,PID3677,Electronics,2026-01-26,Packaging Damage,Medium,175,6,Fail,No,Senior
QC10432,WH-305,PID4557,Home,2025-11-23,Missing Parts,Low,41,3,Fail,No,Senior
QC10433,WH-203,PID7952,Electronics,2025-09-22,Packaging Damage,Medium,24,6,Fail,No,Senior
QC10434,WH-101,PID9079,Beauty,2025-10-28,Label Error,Low,37,2,Fail,No,Automated
QC10435,WH-203,PID6021,Clothing,2025-12-19,Missing Parts,Low,161,2,Fail,No,Automated
QC10436,WH-101,PID7068,Home,2025-11-01,Packaging Damage,Low,196,3,Fail,No,Automated
QC10437,WH-203,PID6582,Beauty,2026-01-18,Cosmetic Defect,Medium,17,2,Fail,No,Junior
QC10438,WH-305,PID9987,Sports,2025-11-24,Barcode Issue,Medium,114,2,Fail,No,Automated
QC10439,WH-410,PID7471,Sports,2025-10-12,Packaging Damage,High,31,14,Fail,Yes,Automated
QC10440,WH-512,PID1874,Electronics,2025-11-19,Barcode Issue,Low,191,2,Fail,No,Automated
QC10441,WH-305,PID8089,Clothing,2026-02-15,Cosmetic Defect,Medium,176,10,Fail,No,Automated
QC10442,WH-101,PID2680,Beauty,2026-02-28,Label Error,Medium,37,2,Fail,No,Senior
QC10443,WH-101,PID3198,Electronics,2025-09-17,Barcode Issue,Low,194,1,Fail,No,Senior
QC10444,WH-305,PID9153,Electronics,2026-01-05,Label Error,Low,103,2,Fail,No,Senior
QC10445,WH-203,PID5456,Home,2026-02-20,Packaging Damage,Low,39,0,Pass,No,Automated
QC10446,WH-512,PID9805,Electronics,2026-01-04,Packaging Damage,Medium,157,9,Fail,No,Senior
QC10447,WH-512,PID7254,Electronics,2026-02-12,Functional Failure,High,118,7,Fail,Yes,Junior
QC10448,WH-512,PID4106,Sports,2025-12-11,Label Error,Low,47,1,Fail,No,Senior
QC10449,WH-410,PID3940,Sports,2025-12-12,Functional Failure,Medium,138,8,Fail,No,Automated
QC10450,WH-101,PID4115,Home,2026-01-16,Cosmetic Defect,Medium,167,3,Fail,No,Automated
QC10451,WH-512,PID7311,Home,2025-12-31,Packaging Damage,Low,55,0,Pass,No,Junior
QC10452,WH-203,PID7184,Clothing,2025-10-23,Packaging Damage,Low,14,3,Fail,No,Automated
QC10453,WH-203,PID8284,Sports,2025-11-11,Wrong Item,Medium,92,8,Fail,No,Junior
QC10454,WH-101,PID3210,Beauty,2025-09-20,Functional Failure,Low,109,3,Fail,No,Senior
QC10455,WH-203,PID9047,Beauty,2025-12-02,Cosmetic Defect,Low,95,3,Fail,No,Senior
QC10456,WH-305,PID6198,Electronics,2025-11-04,Wrong Item,Low,104,3,Fail,No,Automated
QC10457,WH-203,PID1903,Sports,2025-11-05,Functional Failure,Medium,75,6,Fail,No,Automated
QC10458,WH-410,PID8396,Home,2025-11-23,Packaging Damage,Low,124,2,Fail,No,Junior
QC10459,WH-512,PID1121,Beauty,2025-09-03,Missing Parts,Low,18,0,Pass,No,Automated
QC10460,WH-203,PID3558,Beauty,2025-09-26,Wrong Item,Medium,32,8,Fail,No,Automated
QC10461,WH-410,PID6788,Sports,2025-11-25,Functional Failure,Low,55,0,Pass,No,Junior
QC10462,WH-101,PID3843,Electronics,2026-01-14,Cosmetic Defect,Medium,152,8,Fail,No,Junior
QC10463,WH-512,PID1231,Beauty,2025-12-19,Wrong Item,Low,79,2,Fail,No,Senior
QC10464,WH-512,PID6170,Sports,2026-02-17,Packaging Damage,Low,12,2,Fail,No,Senior
QC10465,WH-410,PID9100,Electronics,2025-12-09,Label Error,Low,177,3,Fail,No,Automated
QC10466,WH-203,PID6517,Beauty,2025-10-13,Barcode Issue,Low,152,1,Fail,No,Automated
QC10467,WH-305,PID5729,Sports,2026-01-17,Packaging Damage,Low,109,2,Fail,No,Senior
QC10468,WH-101,PID1923,Home,2025-11-27,Missing Parts,Low,95,2,Fail,No,Senior
QC10469,WH-203,PID9505,Sports,2025-10-29,Label Error,Low,76,0,Pass,No,Automated
QC10470,WH-305,PID4027,Electronics,2026-01-22,Packaging Damage,Medium,170,8,Fail,No,Junior
QC10471,WH-410,PID2333,Clothing,2026-01-23,Wrong Item,High,23,15,Fail,Yes,Senior
QC10472,WH-410,PID5906,Sports,2025-09-27,Cosmetic Defect,High,123,23,Fail,Yes,Senior
QC10473,WH-203,PID8624,Home,2025-11-27,Functional Failure,High,75,11,Fail,Yes,Senior
QC10474,WH-512,PID7069,Sports,2026-02-19,Wrong Item,Low,171,0,Pass,No,Senior
QC10475,WH-512,PID8817,Clothing,2026-01-28,Cosmetic Defect,High,166,20,Fail,Yes,Senior
QC10476,WH-410,PID4344,Electronics,2025-12-04,Packaging Damage,Medium,197,3,Fail,No,Junior
QC10477,WH-101,PID4165,Sports,2026-01-11,Missing Parts,Low,41,1,Fail,No,Automated
QC10478,WH-101,PID5283,Beauty,2025-11-08,Wrong Item,Low,196,3,Fail,No,Automated
QC10479,WH-203,PID5356,Electronics,2026-02-16,Missing Parts,Low,165,0,Pass,No,Senior
QC10480,WH-101,PID1373,Clothing,2025-11-24,Cosmetic Defect,High,55,5,Fail,Yes,Automated
QC10481,WH-101,PID6687,Sports,2026-02-25,Cosmetic Defect,Low,46,1,Fail,No,Senior
QC10482,WH-305,PID1428,Electronics,2025-10-15,Label Error,Medium,97,9,Fail,No,Junior
QC10483,WH-101,PID2004,Beauty,2025-10-02,Wrong Item,Low,65,1,Fail,No,Senior
QC10484,WH-305,PID2855,Home,2025-09-05,Missing Parts,Medium,23,5,Fail,No,Junior
QC10485,WH-305,PID3263,Clothing,2025-12-16,Barcode Issue,High,190,19,Fail,Yes,Automated
QC10486,WH-203,PID7444,Home,2026-01-04,Wrong Item,Medium,183,5,Fail,No,Automated
QC10487,WH-203,PID3038,Electronics,2025-12-25,Functional Failure,Low,25,2,Fail,No,Junior
QC10488,WH-305,PID8153,Sports,2025-11-24,Barcode Issue,Low,171,0,Pass,No,Automated
QC10489,WH-512,PID3088,Beauty,2025-12-19,Label Error,Low,73,0,Pass,No,Senior
QC10490,WH-203,PID7822,Clothing,2026-02-18,Barcode Issue,Low,148,2,Fail,No,Junior
QC10491,WH-410,PID6451,Sports,2025-12-31,Wrong Item,Medium,107,9,Fail,No,Junior
QC10492,WH-410,PID6898,Electronics,2026-02-27,Missing Parts,High,13,8,Fail,Yes,Automated
QC10493,WH-101,PID5764,Clothing,2025-09-30,Cosmetic Defect,Low,73,3,Fail,No,Automated
QC10494,WH-203,PID6849,Home,2025-11-27,Missing Parts,Medium,120,7,Fail,No,Junior
QC10495,WH-101,PID3373,Sports,2025-09-25,Wrong Item,Medium,92,8,Fail,No,Senior
QC10496,WH-410,PID2010,Electronics,2025-11-23,Functional Failure,Low,74,2,Fail,No,Senior
QC10497,WH-410,PID8863,Beauty,2026-01-28,Wrong Item,Low,119,2,Fail,No,Senior
QC10498,WH-101,PID3811,Beauty,2025-10-19,Cosmetic Defect,Low,90,0,Pass,No,Automated
QC10499,WH-101,PID1604,Electronics,2026-02-11,Packaging Damage,Low,135,2,Fail,No,Automated
QC10500,WH-101,PID5611,Home,2025-11-21,Label Error,Medium,37,7,Fail,No,Junior
QC10501,WH-512,PID7640,Clothing,2026-01-19,Barcode Issue,Low,143,1,Fail,No,Senior
QC10502,WH-101,PID5323,Home,2026-02-07,Missing Parts,Low,14,1,Fail,No,Senior
QC10503,WH-410,PID9738,Sports,2025-11-03,Barcode Issue,Low,112,2,Fail,No,Senior
QC10504,WH-203,PID8934,Sports,2025-10-28,Barcode Issue,Medium,29,9,Fail,No,Automated
QC10505,WH-512,PID5365,Sports,2025-10-24,Cosmetic Defect,Low,200,2,Fail,No,Junior
QC10506,WH-512,PID3348,Clothing,2025-09-27,Wrong Item,Low,105,1,Fail,No,Automated
QC10507,WH-305,PID3060,Home,2025-09-22,Functional Failure,Low,86,3,Fail,No,Junior
QC10508,WH-101,PID1399,Electronics,2025-09-04,Barcode Issue,Low,37,0,Pass,No,Junior
QC10509,WH-512,PID2543,Beauty,2025-10-13,Missing Parts,Low,136,1,Fail,No,Automated
QC10510,WH-101,PID3555,Electronics,2025-12-27,Barcode Issue,High,23,21,Fail,Yes,Senior
QC10511,WH-203,PID4079,Electronics,2025-11-21,Packaging Damage,Low,171,2,Fail,No,Automated
QC10512,WH-203,PID1614,Home,2025-09-21,Wrong Item,Low,113,0,Pass,No,Junior
QC10513,WH-305,PID6522,Beauty,2025-11-15,Packaging Damage,High,124,19,Fail,Yes,Junior
QC10514,WH-305,PID1892,Beauty,2025-11-10,Barcode Issue,Low,59,0,Pass,No,Automated
QC10515,WH-101,PID3763,Home,2025-10-19,Wrong Item,Medium,199,2,Fail,No,Automated
QC10516,WH-305,PID5775,Home,2025-12-15,Functional Failure,Medium,166,4,Fail,No,Senior
QC10517,WH-512,PID6219,Beauty,2026-02-28,Functional Failure,Low,106,2,Fail,No,Senior
QC10518,WH-305,PID7125,Clothing,2026-02-20,Functional Failure,Medium,179,9,Fail,No,Senior
QC10519,WH-512,PID9894,Clothing,2025-11-28,Packaging Damage,High,18,16,Fail,Yes,Junior
QC10520,WH-203,PID1333,Sports,2025-11-25,Functional Failure,Low,97,3,Fail,No,Senior
QC10521,WH-101,PID8659,Clothing,2025-10-29,Label Error,Low,126,3,Fail,No,Automated
QC10522,WH-203,PID2508,Home,2026-02-19,Packaging Damage,High,13,8,Fail,Yes,Senior
QC10523,WH-101,PID2992,Beauty,2026-01-20,Cosmetic Defect,Low,178,0,Pass,No,Automated
QC10524,WH-203,PID2663,Sports,2026-02-20,Label Error,Medium,71,4,Fail,No,Automated
QC10525,WH-203,PID6716,Home,2025-09-12,Missing Parts,Low,36,0,Pass,No,Senior
QC10526,WH-305,PID6918,Beauty,2025-10-18,Label Error,Medium,186,5,Fail,No,Automated
QC10527,WH-305,PID5364,Clothing,2026-01-10,Packaging Damage,Low,153,2,Fail,No,Automated
QC10528,WH-203,PID8285,Sports,2025-11-19,Missing Parts,Low,162,3,Fail,No,Automated
QC10529,WH-101,PID4846,Sports,2025-11-29,Wrong Item,Low,188,0,Pass,No,Senior
QC10530,WH-101,PID7841,Beauty,2025-11-15,Cosmetic Defect,High,118,24,Fail,Yes,Junior
QC10531,WH-410,PID6068,Clothing,2026-02-15,Wrong Item,Medium,40,6,Fail,No,Junior
QC10532,WH-410,PID9787,Electronics,2026-01-31,Functional Failure,Low,198,1,Fail,No,Automated
QC10533,WH-410,PID6144,Home,2025-10-02,Functional Failure,Low,102,0,Pass,No,Automated
QC10534,WH-512,PID3681,Electronics,2025-12-30,Label Error,Low,50,2,Fail,No,Automated
QC10535,WH-512,PID9666,Electronics,2025-12-31,Label Error,Medium,199,7,Fail,No,Senior
QC10536,WH-512,PID9284,Home,2025-12-01,Packaging Damage,Low,128,1,Fail,No,Automated
QC10537,WH-203,PID7878,Beauty,2025-09-21,Wrong Item,Medium,19,9,Fail,No,Junior
QC10538,WH-512,PID4574,Beauty,2025-10-12,Missing Parts,Low,71,0,Pass,No,Senior
QC10539,WH-101,PID6924,Electronics,2025-09-22,Packaging Damage,Low,142,2,Fail,No,Junior
QC10540,WH-305,PID4651,Electronics,2025-11-03,Missing Parts,Low,93,2,Fail,No,Junior
QC10541,WH-512,PID3094,Sports,2026-01-30,Packaging Damage,Low,116,2,Fail,No,Junior
